[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.766244	valid_1's auc: 0.721892
[86]	training's auc: 0.871582	valid_1's auc: 0.831845
[87]	training's auc: 0.871754	valid_1's auc: 0.831919
[88]	training's auc: 0.871981	valid_1's auc: 0.832094
[89]	training's auc: 0.872142	valid_1's auc: 0.832251
[90]	training's auc: 0.872337	valid_1's auc: 0.832224
[91]	training's auc: 0.872524	valid_1's auc: 0.832108
[92]	training's auc: 0.87266	valid_1's auc: 0.832122
[93]	training's auc: 0.872839	valid_1's auc: 0.832435
[94]	training's auc: 0.872974	valid_1's auc: 0.832642
[95]	training's auc: 0.873156	valid_1's auc: 0.832588
[96]	training's auc: 0.873202	valid_1's auc: 0.83269
[97]	training's auc: 0.873447	valid_1's auc: 0.83269
[98]	training's auc: 0.873555	valid_1's auc: 0.83257
[99]	training's auc: 0.873669	valid_1's auc: 0.832766
[100]	training's auc: 0.873902	valid_1's auc: 0.832662
[101]	training's auc: 0.874037	valid_1's auc: 0.832712
[102]	training's auc: 0.874256	valid_1's auc: 0.832689
[103]	training's auc: 0.874353	valid_1's auc: 0.83274
[104]	training's auc: 0.874494	valid_1's auc: 0.832729
[105]	training's auc: 0.874619	valid_1's auc: 0.832726
[106]	training's auc: 0.874713	valid_1's auc: 0.832694
[107]	training's auc: 0.874769	valid_1's auc: 0.832792
[108]	training's auc: 0.874821	valid_1's auc: 0.832815
[109]	training's auc: 0.874907	valid_1's auc: 0.832809
[110]	training's auc: 0.874965	valid_1's auc: 0.832834
[111]	training's auc: 0.875038	valid_1's auc: 0.8328
[112]	training's auc: 0.875141	valid_1's auc: 0.832817
[113]	training's auc: 0.875319	valid_1's auc: 0.833129
[114]	training's auc: 0.875419	valid_1's auc: 0.833134
[115]	training's auc: 0.875574	valid_1's auc: 0.833196
[116]	training's auc: 0.875614	valid_1's auc: 0.833212
[117]	training's auc: 0.875802	valid_1's auc: 0.833302
[118]	training's auc: 0.875856	valid_1's auc: 0.833437
[119]	training's auc: 0.875998	valid_1's auc: 0.833534
[120]	training's auc: 0.87612	valid_1's auc: 0.833531
[121]	training's auc: 0.876158	valid_1's auc: 0.833477
[122]	training's auc: 0.876354	valid_1's auc: 0.833418
[123]	training's auc: 0.876452	valid_1's auc: 0.833427
[124]	training's auc: 0.876579	valid_1's auc: 0.833401
[125]	training's auc: 0.876705	valid_1's auc: 0.833407
[126]	training's auc: 0.876802	valid_1's auc: 0.833388
[127]	training's auc: 0.876842	valid_1's auc: 0.833368
[128]	training's auc: 0.876937	valid_1's auc: 0.833431
[129]	training's auc: 0.876966	valid_1's auc: 0.83349
[130]	training's auc: 0.877058	valid_1's auc: 0.833502
[131]	training's auc: 0.877159	valid_1's auc: 0.833575
[132]	training's auc: 0.877308	valid_1's auc: 0.833587
[133]	training's auc: 0.877461	valid_1's auc: 0.833878
[134]	training's auc: 0.877612	valid_1's auc: 0.833967
[135]	training's auc: 0.877736	valid_1's auc: 0.833902
[136]	training's auc: 0.87782	valid_1's auc: 0.833998
[137]	training's auc: 0.877909	valid_1's auc: 0.833984
[138]	training's auc: 0.878072	valid_1's auc: 0.83399
[139]	training's auc: 0.878192	valid_1's auc: 0.834203
[140]	training's auc: 0.878285	valid_1's auc: 0.834247
[141]	training's auc: 0.878334	valid_1's auc: 0.834334
[142]	training's auc: 0.878418	valid_1's auc: 0.834333
[143]	training's auc: 0.878526	valid_1's auc: 0.834406
[144]	training's auc: 0.878666	valid_1's auc: 0.834417
[145]	training's auc: 0.878704	valid_1's auc: 0.83448
[146]	training's auc: 0.878816	valid_1's auc: 0.834471
[147]	training's auc: 0.878926	valid_1's auc: 0.834485
[148]	training's auc: 0.879045	valid_1's auc: 0.834454
[149]	training's auc: 0.879162	valid_1's auc: 0.834362
[150]	training's auc: 0.87927	valid_1's auc: 0.834423
[151]	training's auc: 0.879353	valid_1's auc: 0.834427
[152]	training's auc: 0.879433	valid_1's auc: 0.834328
[153]	training's auc: 0.87954	valid_1's auc: 0.834314
[154]	training's auc: 0.879569	valid_1's auc: 0.834294
[155]	training's auc: 0.879615	valid_1's auc: 0.834344
[156]	training's auc: 0.879692	valid_1's auc: 0.834458
[157]	training's auc: 0.879781	valid_1's auc: 0.834467
[158]	training's auc: 0.879872	valid_1's auc: 0.834401
[159]	training's auc: 0.879986	valid_1's auc: 0.834351
[160]	training's auc: 0.880057	valid_1's auc: 0.834282
[161]	training's auc: 0.880184	valid_1's auc: 0.834261
[162]	training's auc: 0.880332	valid_1's auc: 0.834279
[163]	training's auc: 0.880424	valid_1's auc: 0.834178
[164]	training's auc: 0.880521	valid_1's auc: 0.834123
[165]	training's auc: 0.880551	valid_1's auc: 0.834149
[166]	training's auc: 0.880582	valid_1's auc: 0.834138
[167]	training's auc: 0.880662	valid_1's auc: 0.834052
[168]	training's auc: 0.880704	valid_1's auc: 0.834111
[169]	training's auc: 0.880796	valid_1's auc: 0.834057
[170]	training's auc: 0.880955	valid_1's auc: 0.834067
[171]	training's auc: 0.881085	valid_1's auc: 0.834093
[172]	training's auc: 0.881112	valid_1's auc: 0.834187
[173]	training's auc: 0.88117	valid_1's auc: 0.834139
[174]	training's auc: 0.881264	valid_1's auc: 0.834124
[175]	training's auc: 0.88129	valid_1's auc: 0.834216
[176]	training's auc: 0.881357	valid_1's auc: 0.834204
[177]	training's auc: 0.881479	valid_1's auc: 0.834219
[178]	training's auc: 0.88156	valid_1's auc: 0.834206
[179]	training's auc: 0.881689	valid_1's auc: 0.834131
[180]	training's auc: 0.881799	valid_1's auc: 0.834111
[181]	training's auc: 0.881894	valid_1's auc: 0.834043
[182]	training's auc: 0.881986	valid_1's auc: 0.834003
[183]	training's auc: 0.882122	valid_1's auc: 0.83386
[184]	training's auc: 0.8822	valid_1's auc: 0.833808
[185]	training's auc: 0.882315	valid_1's auc: 0.833787
[186]	training's auc: 0.882353	valid_1's auc: 0.833821
[187]	training's auc: 0.882379	valid_1's auc: 0.833907
[188]	training's auc: 0.882458	valid_1's auc: 0.833913
[189]	training's auc: 0.882544	valid_1's auc: 0.833852
[190]	training's auc: 0.882613	valid_1's auc: 0.833802
[191]	training's auc: 0.882659	valid_1's auc: 0.833807
[192]	training's auc: 0.882746	valid_1's auc: 0.833818
[193]	training's auc: 0.882813	valid_1's auc: 0.833794
[194]	training's auc: 0.882838	valid_1's auc: 0.833794
[195]	training's auc: 0.882948	valid_1's auc: 0.833606
[196]	training's auc: 0.883043	valid_1's auc: 0.833576
[197]	training's auc: 0.883068	valid_1's auc: 0.833558
[198]	training's auc: 0.88316	valid_1's auc: 0.833496
[199]	training's auc: 0.883266	valid_1's auc: 0.833477
[200]	training's auc: 0.883318	valid_1's auc: 0.833582
[201]	training's auc: 0.883384	valid_1's auc: 0.833585
[202]	training's auc: 0.883473	valid_1's auc: 0.833609
[203]	training's auc: 0.883499	valid_1's auc: 0.833641
[204]	training's auc: 0.883561	valid_1's auc: 0.83364
[205]	training's auc: 0.883638	valid_1's auc: 0.833557
[206]	training's auc: 0.883667	valid_1's auc: 0.8336
[207]	training's auc: 0.883735	valid_1's auc: 0.833604
[208]	training's auc: 0.883792	valid_1's auc: 0.833508
[209]	training's auc: 0.883854	valid_1's auc: 0.833544
[210]	training's auc: 0.883875	valid_1's auc: 0.83349
[211]	training's auc: 0.883974	valid_1's auc: 0.833433
[212]	training's auc: 0.884036	valid_1's auc: 0.833441
[213]	training's auc: 0.884097	valid_1's auc: 0.833389
[214]	training's auc: 0.88421	valid_1's auc: 0.833359
[215]	training's auc: 0.884279	valid_1's auc: 0.833457
[216]	training's auc: 0.884358	valid_1's auc: 0.833498
[217]	training's auc: 0.884407	valid_1's auc: 0.833583
[218]	training's auc: 0.884472	valid_1's auc: 0.833546
[219]	training's auc: 0.88461	valid_1's auc: 0.83368
[220]	training's auc: 0.884718	valid_1's auc: 0.833594
[221]	training's auc: 0.884827	valid_1's auc: 0.833691
[222]	training's auc: 0.884893	valid_1's auc: 0.833682
[223]	training's auc: 0.884969	valid_1's auc: 0.833762
[224]	training's auc: 0.885023	valid_1's auc: 0.833821
[225]	training's auc: 0.885158	valid_1's auc: 0.833803
[226]	training's auc: 0.885171	valid_1's auc: 0.833841
[227]	training's auc: 0.885239	valid_1's auc: 0.833897
[228]	training's auc: 0.885264	valid_1's auc: 0.833909
[229]	training's auc: 0.885343	valid_1's auc: 0.833908
[230]	training's auc: 0.88541	valid_1's auc: 0.833909
[231]	training's auc: 0.885491	valid_1's auc: 0.833977
[232]	training's auc: 0.88554	valid_1's auc: 0.834007
[233]	training's auc: 0.88561	valid_1's auc: 0.834043
[234]	training's auc: 0.885673	valid_1's auc: 0.834093
[235]	training's auc: 0.885694	valid_1's auc: 0.834066
[236]	training's auc: 0.885762	valid_1's auc: 0.834133
[237]	training's auc: 0.885843	valid_1's auc: 0.834206
Early stopping, best iteration is:
[147]	training's auc: 0.878926	valid_1's auc: 0.834485
VALID AUC : 0.8344848298885296 ACC : 0.7571889277076055
