[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.807744	valid_1's auc: 0.808465
[223]	training's auc: 0.873334	valid_1's auc: 0.856888
[224]	training's auc: 0.873345	valid_1's auc: 0.85689
[225]	training's auc: 0.873399	valid_1's auc: 0.856948
[226]	training's auc: 0.873411	valid_1's auc: 0.856935
[227]	training's auc: 0.873472	valid_1's auc: 0.857003
[228]	training's auc: 0.873484	valid_1's auc: 0.857
[229]	training's auc: 0.873596	valid_1's auc: 0.856991
[230]	training's auc: 0.873625	valid_1's auc: 0.857021
[231]	training's auc: 0.873647	valid_1's auc: 0.85702
[232]	training's auc: 0.873683	valid_1's auc: 0.857054
[233]	training's auc: 0.873702	valid_1's auc: 0.857057
[234]	training's auc: 0.873723	valid_1's auc: 0.857055
[235]	training's auc: 0.873792	valid_1's auc: 0.85707
[236]	training's auc: 0.873807	valid_1's auc: 0.857057
[237]	training's auc: 0.873855	valid_1's auc: 0.857095
[238]	training's auc: 0.87387	valid_1's auc: 0.857095
[239]	training's auc: 0.873879	valid_1's auc: 0.85709
[240]	training's auc: 0.873895	valid_1's auc: 0.857092
[241]	training's auc: 0.873916	valid_1's auc: 0.8571
[242]	training's auc: 0.873945	valid_1's auc: 0.857111
[243]	training's auc: 0.873974	valid_1's auc: 0.857109
[244]	training's auc: 0.874013	valid_1's auc: 0.857093
[245]	training's auc: 0.874032	valid_1's auc: 0.857084
[246]	training's auc: 0.874054	valid_1's auc: 0.857085
[247]	training's auc: 0.874061	valid_1's auc: 0.857082
[248]	training's auc: 0.874074	valid_1's auc: 0.857078
[249]	training's auc: 0.874172	valid_1's auc: 0.85706
[250]	training's auc: 0.874182	valid_1's auc: 0.857052
[251]	training's auc: 0.874268	valid_1's auc: 0.857053
[252]	training's auc: 0.87437	valid_1's auc: 0.857052
[253]	training's auc: 0.874495	valid_1's auc: 0.857064
[254]	training's auc: 0.874514	valid_1's auc: 0.857065
[255]	training's auc: 0.874554	valid_1's auc: 0.857085
[256]	training's auc: 0.874572	valid_1's auc: 0.857083
[257]	training's auc: 0.87466	valid_1's auc: 0.857075
[258]	training's auc: 0.874708	valid_1's auc: 0.857104
[259]	training's auc: 0.874731	valid_1's auc: 0.857105
[260]	training's auc: 0.874765	valid_1's auc: 0.857113
[261]	training's auc: 0.874793	valid_1's auc: 0.857114
[262]	training's auc: 0.874813	valid_1's auc: 0.857115
[263]	training's auc: 0.874826	valid_1's auc: 0.857104
[264]	training's auc: 0.874843	valid_1's auc: 0.857106
[265]	training's auc: 0.874875	valid_1's auc: 0.857127
[266]	training's auc: 0.874898	valid_1's auc: 0.857133
[267]	training's auc: 0.874923	valid_1's auc: 0.857134
[268]	training's auc: 0.874939	valid_1's auc: 0.857134
[269]	training's auc: 0.874954	valid_1's auc: 0.857136
[270]	training's auc: 0.874993	valid_1's auc: 0.857132
[271]	training's auc: 0.875009	valid_1's auc: 0.857129
[272]	training's auc: 0.875026	valid_1's auc: 0.857127
[273]	training's auc: 0.875097	valid_1's auc: 0.857192
[274]	training's auc: 0.87511	valid_1's auc: 0.857189
[275]	training's auc: 0.875141	valid_1's auc: 0.857176
[276]	training's auc: 0.875155	valid_1's auc: 0.857174
[277]	training's auc: 0.875178	valid_1's auc: 0.857185
[278]	training's auc: 0.875202	valid_1's auc: 0.857191
[279]	training's auc: 0.87522	valid_1's auc: 0.857187
[280]	training's auc: 0.875231	valid_1's auc: 0.857187
[281]	training's auc: 0.875265	valid_1's auc: 0.857183
[282]	training's auc: 0.875277	valid_1's auc: 0.857184
[283]	training's auc: 0.875318	valid_1's auc: 0.857186
[284]	training's auc: 0.875328	valid_1's auc: 0.857179
[285]	training's auc: 0.875339	valid_1's auc: 0.857174
[286]	training's auc: 0.875349	valid_1's auc: 0.857164
[287]	training's auc: 0.875368	valid_1's auc: 0.85716
[288]	training's auc: 0.875423	valid_1's auc: 0.857151
[289]	training's auc: 0.875446	valid_1's auc: 0.857163
[290]	training's auc: 0.875463	valid_1's auc: 0.857155
[291]	training's auc: 0.875548	valid_1's auc: 0.857161
[292]	training's auc: 0.875565	valid_1's auc: 0.857163
[293]	training's auc: 0.875613	valid_1's auc: 0.8572
[294]	training's auc: 0.875625	valid_1's auc: 0.857203
[295]	training's auc: 0.875637	valid_1's auc: 0.857208
[296]	training's auc: 0.875733	valid_1's auc: 0.857199
[297]	training's auc: 0.875746	valid_1's auc: 0.857193
[298]	training's auc: 0.875764	valid_1's auc: 0.857199
[299]	training's auc: 0.875781	valid_1's auc: 0.857205
[300]	training's auc: 0.875819	valid_1's auc: 0.857264
[301]	training's auc: 0.875869	valid_1's auc: 0.857261
[302]	training's auc: 0.875882	valid_1's auc: 0.85726
[303]	training's auc: 0.875914	valid_1's auc: 0.857265
[304]	training's auc: 0.875952	valid_1's auc: 0.857298
[305]	training's auc: 0.875962	valid_1's auc: 0.857295
[306]	training's auc: 0.876067	valid_1's auc: 0.857285
[307]	training's auc: 0.876083	valid_1's auc: 0.857286
[308]	training's auc: 0.8761	valid_1's auc: 0.857281
[309]	training's auc: 0.87611	valid_1's auc: 0.857275
[310]	training's auc: 0.876128	valid_1's auc: 0.857267
[311]	training's auc: 0.876142	valid_1's auc: 0.85727
[312]	training's auc: 0.876233	valid_1's auc: 0.857256
[313]	training's auc: 0.876256	valid_1's auc: 0.857268
[314]	training's auc: 0.876267	valid_1's auc: 0.857265
[315]	training's auc: 0.876295	valid_1's auc: 0.857272
[316]	training's auc: 0.876318	valid_1's auc: 0.857275
[317]	training's auc: 0.876329	valid_1's auc: 0.857276
[318]	training's auc: 0.876339	valid_1's auc: 0.857279
[319]	training's auc: 0.876358	valid_1's auc: 0.857272
[320]	training's auc: 0.876376	valid_1's auc: 0.857274
[321]	training's auc: 0.876413	valid_1's auc: 0.857293
[322]	training's auc: 0.876469	valid_1's auc: 0.857289
[323]	training's auc: 0.87648	valid_1's auc: 0.857293
[324]	training's auc: 0.876505	valid_1's auc: 0.857295
[325]	training's auc: 0.87653	valid_1's auc: 0.857308
[326]	training's auc: 0.876553	valid_1's auc: 0.857313
[327]	training's auc: 0.876564	valid_1's auc: 0.857307
[328]	training's auc: 0.87658	valid_1's auc: 0.857315
[329]	training's auc: 0.876646	valid_1's auc: 0.857315
[330]	training's auc: 0.876665	valid_1's auc: 0.857304
[331]	training's auc: 0.87668	valid_1's auc: 0.857308
[332]	training's auc: 0.876694	valid_1's auc: 0.857307
[333]	training's auc: 0.87671	valid_1's auc: 0.857299
[334]	training's auc: 0.876787	valid_1's auc: 0.857281
[335]	training's auc: 0.876792	valid_1's auc: 0.857277
[336]	training's auc: 0.876817	valid_1's auc: 0.857269
[337]	training's auc: 0.876838	valid_1's auc: 0.857284
[338]	training's auc: 0.876927	valid_1's auc: 0.857277
[339]	training's auc: 0.876946	valid_1's auc: 0.857282
[340]	training's auc: 0.876981	valid_1's auc: 0.857282
[341]	training's auc: 0.877002	valid_1's auc: 0.857275
[342]	training's auc: 0.877016	valid_1's auc: 0.85727
[343]	training's auc: 0.877024	valid_1's auc: 0.857267
[344]	training's auc: 0.87704	valid_1's auc: 0.857256
[345]	training's auc: 0.877113	valid_1's auc: 0.857239
[346]	training's auc: 0.877138	valid_1's auc: 0.857234
[347]	training's auc: 0.877173	valid_1's auc: 0.857253
[348]	training's auc: 0.877181	valid_1's auc: 0.857253
[349]	training's auc: 0.877275	valid_1's auc: 0.857257
[350]	training's auc: 0.877296	valid_1's auc: 0.857256
[351]	training's auc: 0.877312	valid_1's auc: 0.857257
[352]	training's auc: 0.877334	valid_1's auc: 0.857272
[353]	training's auc: 0.877343	valid_1's auc: 0.85727
[354]	training's auc: 0.877364	valid_1's auc: 0.857276
[355]	training's auc: 0.877374	valid_1's auc: 0.857266
[356]	training's auc: 0.877394	valid_1's auc: 0.857265
[357]	training's auc: 0.877397	valid_1's auc: 0.857262
[358]	training's auc: 0.877408	valid_1's auc: 0.857258
Early stopping, best iteration is:
[328]	training's auc: 0.87658	valid_1's auc: 0.857315
VALID AUC : 0.8573153569779748 ACC : 0.8034267062167227
