[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.809804	valid_1's auc: 0.809668
[97]	training's auc: 0.868042	valid_1's auc: 0.854637
[98]	training's auc: 0.868249	valid_1's auc: 0.854689
[99]	training's auc: 0.868285	valid_1's auc: 0.854669
[100]	training's auc: 0.868372	valid_1's auc: 0.854677
[101]	training's auc: 0.868412	valid_1's auc: 0.854664
[102]	training's auc: 0.868513	valid_1's auc: 0.854675
[103]	training's auc: 0.868728	valid_1's auc: 0.854736
[104]	training's auc: 0.868813	valid_1's auc: 0.854731
[105]	training's auc: 0.869001	valid_1's auc: 0.85478
[106]	training's auc: 0.869045	valid_1's auc: 0.854762
[107]	training's auc: 0.869152	valid_1's auc: 0.854751
[108]	training's auc: 0.869308	valid_1's auc: 0.854833
[109]	training's auc: 0.869354	valid_1's auc: 0.854819
[110]	training's auc: 0.869528	valid_1's auc: 0.854833
[111]	training's auc: 0.869712	valid_1's auc: 0.85487
[112]	training's auc: 0.869861	valid_1's auc: 0.854945
[113]	training's auc: 0.869921	valid_1's auc: 0.854932
[114]	training's auc: 0.870075	valid_1's auc: 0.854964
[115]	training's auc: 0.870231	valid_1's auc: 0.855021
[116]	training's auc: 0.870311	valid_1's auc: 0.855041
[117]	training's auc: 0.870357	valid_1's auc: 0.85503
[118]	training's auc: 0.870401	valid_1's auc: 0.855013
[119]	training's auc: 0.870453	valid_1's auc: 0.855006
[120]	training's auc: 0.870558	valid_1's auc: 0.854999
[121]	training's auc: 0.870624	valid_1's auc: 0.854997
[122]	training's auc: 0.870775	valid_1's auc: 0.855048
[123]	training's auc: 0.870945	valid_1's auc: 0.855054
[124]	training's auc: 0.870987	valid_1's auc: 0.855046
[125]	training's auc: 0.871142	valid_1's auc: 0.855083
[126]	training's auc: 0.871341	valid_1's auc: 0.855153
[127]	training's auc: 0.871389	valid_1's auc: 0.855154
[128]	training's auc: 0.871443	valid_1's auc: 0.855154
[129]	training's auc: 0.871471	valid_1's auc: 0.85516
[130]	training's auc: 0.871559	valid_1's auc: 0.855165
[131]	training's auc: 0.871636	valid_1's auc: 0.855152
[132]	training's auc: 0.871674	valid_1's auc: 0.85514
[133]	training's auc: 0.871822	valid_1's auc: 0.855142
[134]	training's auc: 0.871981	valid_1's auc: 0.855168
[135]	training's auc: 0.872108	valid_1's auc: 0.855163
[136]	training's auc: 0.872246	valid_1's auc: 0.85519
[137]	training's auc: 0.872278	valid_1's auc: 0.855171
[138]	training's auc: 0.872427	valid_1's auc: 0.855214
[139]	training's auc: 0.872627	valid_1's auc: 0.855244
[140]	training's auc: 0.872685	valid_1's auc: 0.855241
[141]	training's auc: 0.872707	valid_1's auc: 0.855243
[142]	training's auc: 0.87277	valid_1's auc: 0.855251
[143]	training's auc: 0.872853	valid_1's auc: 0.85524
[144]	training's auc: 0.872948	valid_1's auc: 0.855268
[145]	training's auc: 0.873	valid_1's auc: 0.85526
[146]	training's auc: 0.873029	valid_1's auc: 0.855257
[147]	training's auc: 0.873079	valid_1's auc: 0.855241
[148]	training's auc: 0.873113	valid_1's auc: 0.855226
[149]	training's auc: 0.873292	valid_1's auc: 0.855279
[150]	training's auc: 0.873314	valid_1's auc: 0.855259
[151]	training's auc: 0.873344	valid_1's auc: 0.855244
[152]	training's auc: 0.873499	valid_1's auc: 0.855268
[153]	training's auc: 0.87362	valid_1's auc: 0.855319
[154]	training's auc: 0.873764	valid_1's auc: 0.855432
[155]	training's auc: 0.87381	valid_1's auc: 0.855444
[156]	training's auc: 0.873868	valid_1's auc: 0.85543
[157]	training's auc: 0.87394	valid_1's auc: 0.855436
[158]	training's auc: 0.873989	valid_1's auc: 0.855442
[159]	training's auc: 0.874054	valid_1's auc: 0.855436
[160]	training's auc: 0.874124	valid_1's auc: 0.855431
[161]	training's auc: 0.874176	valid_1's auc: 0.855445
[162]	training's auc: 0.874325	valid_1's auc: 0.855446
[163]	training's auc: 0.874364	valid_1's auc: 0.855448
[164]	training's auc: 0.874421	valid_1's auc: 0.85543
[165]	training's auc: 0.874455	valid_1's auc: 0.855428
[166]	training's auc: 0.874523	valid_1's auc: 0.855424
[167]	training's auc: 0.874553	valid_1's auc: 0.855423
[168]	training's auc: 0.874716	valid_1's auc: 0.855437
[169]	training's auc: 0.874735	valid_1's auc: 0.855446
[170]	training's auc: 0.874788	valid_1's auc: 0.855449
[171]	training's auc: 0.874828	valid_1's auc: 0.855442
[172]	training's auc: 0.874873	valid_1's auc: 0.855441
[173]	training's auc: 0.875039	valid_1's auc: 0.855429
[174]	training's auc: 0.875076	valid_1's auc: 0.855427
[175]	training's auc: 0.875114	valid_1's auc: 0.85542
[176]	training's auc: 0.875151	valid_1's auc: 0.855408
[177]	training's auc: 0.875296	valid_1's auc: 0.855422
[178]	training's auc: 0.875455	valid_1's auc: 0.855407
[179]	training's auc: 0.875507	valid_1's auc: 0.855403
[180]	training's auc: 0.875535	valid_1's auc: 0.855403
[181]	training's auc: 0.875583	valid_1's auc: 0.855404
[182]	training's auc: 0.875617	valid_1's auc: 0.855396
[183]	training's auc: 0.875691	valid_1's auc: 0.855398
[184]	training's auc: 0.875712	valid_1's auc: 0.855415
[185]	training's auc: 0.875779	valid_1's auc: 0.855407
[186]	training's auc: 0.875854	valid_1's auc: 0.8554
[187]	training's auc: 0.875914	valid_1's auc: 0.855387
[188]	training's auc: 0.876011	valid_1's auc: 0.855395
[189]	training's auc: 0.87607	valid_1's auc: 0.85539
[190]	training's auc: 0.876092	valid_1's auc: 0.855378
[191]	training's auc: 0.87612	valid_1's auc: 0.855378
[192]	training's auc: 0.876221	valid_1's auc: 0.855419
[193]	training's auc: 0.876307	valid_1's auc: 0.855404
[194]	training's auc: 0.876426	valid_1's auc: 0.855467
[195]	training's auc: 0.876537	valid_1's auc: 0.855435
[196]	training's auc: 0.876565	valid_1's auc: 0.855422
[197]	training's auc: 0.876621	valid_1's auc: 0.855417
[198]	training's auc: 0.876662	valid_1's auc: 0.855414
[199]	training's auc: 0.876729	valid_1's auc: 0.855419
[200]	training's auc: 0.876732	valid_1's auc: 0.85541
[201]	training's auc: 0.876849	valid_1's auc: 0.855408
[202]	training's auc: 0.876903	valid_1's auc: 0.855401
[203]	training's auc: 0.876928	valid_1's auc: 0.855397
[204]	training's auc: 0.876974	valid_1's auc: 0.855392
[205]	training's auc: 0.877014	valid_1's auc: 0.855383
[206]	training's auc: 0.87711	valid_1's auc: 0.855378
[207]	training's auc: 0.877136	valid_1's auc: 0.855378
[208]	training's auc: 0.877271	valid_1's auc: 0.855367
[209]	training's auc: 0.877394	valid_1's auc: 0.855366
[210]	training's auc: 0.877417	valid_1's auc: 0.855358
[211]	training's auc: 0.877454	valid_1's auc: 0.855363
[212]	training's auc: 0.877461	valid_1's auc: 0.855365
[213]	training's auc: 0.877483	valid_1's auc: 0.855364
[214]	training's auc: 0.877521	valid_1's auc: 0.85536
[215]	training's auc: 0.87754	valid_1's auc: 0.855353
[216]	training's auc: 0.87758	valid_1's auc: 0.855352
[217]	training's auc: 0.877639	valid_1's auc: 0.855346
[218]	training's auc: 0.877666	valid_1's auc: 0.855349
[219]	training's auc: 0.877796	valid_1's auc: 0.855382
[220]	training's auc: 0.877901	valid_1's auc: 0.855372
[221]	training's auc: 0.87801	valid_1's auc: 0.855409
[222]	training's auc: 0.878043	valid_1's auc: 0.855403
[223]	training's auc: 0.878127	valid_1's auc: 0.855432
[224]	training's auc: 0.878132	valid_1's auc: 0.855432
Early stopping, best iteration is:
[194]	training's auc: 0.876426	valid_1's auc: 0.855467
VALID AUC : 0.8554674158778702 ACC : 0.8015641115060138
