[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.820511	valid_1's auc: 0.820461
[170]	training's auc: 0.879582	valid_1's auc: 0.860297
[171]	training's auc: 0.87963	valid_1's auc: 0.860282
[172]	training's auc: 0.879714	valid_1's auc: 0.860285
[173]	training's auc: 0.879824	valid_1's auc: 0.860314
[174]	training's auc: 0.879867	valid_1's auc: 0.860304
[175]	training's auc: 0.88003	valid_1's auc: 0.860372
[176]	training's auc: 0.880144	valid_1's auc: 0.860374
[177]	training's auc: 0.880233	valid_1's auc: 0.860384
[178]	training's auc: 0.880357	valid_1's auc: 0.860421
[179]	training's auc: 0.880518	valid_1's auc: 0.860445
[180]	training's auc: 0.880643	valid_1's auc: 0.860461
[181]	training's auc: 0.880717	valid_1's auc: 0.860452
[182]	training's auc: 0.880795	valid_1's auc: 0.860471
[183]	training's auc: 0.880876	valid_1's auc: 0.860472
[184]	training's auc: 0.880921	valid_1's auc: 0.860457
[185]	training's auc: 0.881048	valid_1's auc: 0.860509
[186]	training's auc: 0.881113	valid_1's auc: 0.860511
[187]	training's auc: 0.881204	valid_1's auc: 0.86051
[188]	training's auc: 0.881292	valid_1's auc: 0.860514
[189]	training's auc: 0.881398	valid_1's auc: 0.860525
[190]	training's auc: 0.881438	valid_1's auc: 0.860516
[191]	training's auc: 0.881448	valid_1's auc: 0.86051
[192]	training's auc: 0.881525	valid_1's auc: 0.860516
[193]	training's auc: 0.881584	valid_1's auc: 0.860497
[194]	training's auc: 0.881658	valid_1's auc: 0.860519
[195]	training's auc: 0.88177	valid_1's auc: 0.860517
[196]	training's auc: 0.881841	valid_1's auc: 0.860533
[197]	training's auc: 0.881895	valid_1's auc: 0.860526
[198]	training's auc: 0.881994	valid_1's auc: 0.860513
[199]	training's auc: 0.882063	valid_1's auc: 0.860506
[200]	training's auc: 0.882136	valid_1's auc: 0.860522
[201]	training's auc: 0.882186	valid_1's auc: 0.860508
[202]	training's auc: 0.88227	valid_1's auc: 0.860502
[203]	training's auc: 0.88238	valid_1's auc: 0.860517
[204]	training's auc: 0.88249	valid_1's auc: 0.860526
[205]	training's auc: 0.88259	valid_1's auc: 0.860527
[206]	training's auc: 0.882648	valid_1's auc: 0.860539
[207]	training's auc: 0.882696	valid_1's auc: 0.860535
[208]	training's auc: 0.882761	valid_1's auc: 0.86053
[209]	training's auc: 0.882824	valid_1's auc: 0.860524
[210]	training's auc: 0.88291	valid_1's auc: 0.860539
[211]	training's auc: 0.882986	valid_1's auc: 0.860522
[212]	training's auc: 0.88306	valid_1's auc: 0.860532
[213]	training's auc: 0.883152	valid_1's auc: 0.860515
[214]	training's auc: 0.883204	valid_1's auc: 0.860523
[215]	training's auc: 0.883319	valid_1's auc: 0.860518
[216]	training's auc: 0.883458	valid_1's auc: 0.860557
[217]	training's auc: 0.883502	valid_1's auc: 0.860557
[218]	training's auc: 0.883553	valid_1's auc: 0.860544
[219]	training's auc: 0.883629	valid_1's auc: 0.860563
[220]	training's auc: 0.883719	valid_1's auc: 0.860555
[221]	training's auc: 0.883856	valid_1's auc: 0.860611
[222]	training's auc: 0.883937	valid_1's auc: 0.860624
[223]	training's auc: 0.884029	valid_1's auc: 0.860625
[224]	training's auc: 0.884039	valid_1's auc: 0.860622
[225]	training's auc: 0.884119	valid_1's auc: 0.860621
[226]	training's auc: 0.884183	valid_1's auc: 0.860615
[227]	training's auc: 0.884238	valid_1's auc: 0.860666
[228]	training's auc: 0.884346	valid_1's auc: 0.86067
[229]	training's auc: 0.884409	valid_1's auc: 0.860669
[230]	training's auc: 0.884495	valid_1's auc: 0.860699
[231]	training's auc: 0.884547	valid_1's auc: 0.860704
[232]	training's auc: 0.884606	valid_1's auc: 0.860697
[233]	training's auc: 0.884646	valid_1's auc: 0.860695
[234]	training's auc: 0.88474	valid_1's auc: 0.860706
[235]	training's auc: 0.884861	valid_1's auc: 0.860731
[236]	training's auc: 0.884959	valid_1's auc: 0.860717
[237]	training's auc: 0.885056	valid_1's auc: 0.860718
[238]	training's auc: 0.885128	valid_1's auc: 0.860734
[239]	training's auc: 0.885201	valid_1's auc: 0.860725
[240]	training's auc: 0.885291	valid_1's auc: 0.860753
[241]	training's auc: 0.88533	valid_1's auc: 0.860747
[242]	training's auc: 0.885381	valid_1's auc: 0.860733
[243]	training's auc: 0.885411	valid_1's auc: 0.860725
[244]	training's auc: 0.885444	valid_1's auc: 0.860717
[245]	training's auc: 0.885499	valid_1's auc: 0.860717
[246]	training's auc: 0.88561	valid_1's auc: 0.860739
[247]	training's auc: 0.885653	valid_1's auc: 0.860746
[248]	training's auc: 0.885751	valid_1's auc: 0.860722
[249]	training's auc: 0.8858	valid_1's auc: 0.860729
[250]	training's auc: 0.885863	valid_1's auc: 0.86073
[251]	training's auc: 0.885956	valid_1's auc: 0.86072
[252]	training's auc: 0.886011	valid_1's auc: 0.860714
[253]	training's auc: 0.886094	valid_1's auc: 0.86071
[254]	training's auc: 0.886103	valid_1's auc: 0.860705
[255]	training's auc: 0.886177	valid_1's auc: 0.860733
[256]	training's auc: 0.886245	valid_1's auc: 0.860729
[257]	training's auc: 0.886342	valid_1's auc: 0.860736
[258]	training's auc: 0.88641	valid_1's auc: 0.860752
[259]	training's auc: 0.886468	valid_1's auc: 0.860744
[260]	training's auc: 0.886564	valid_1's auc: 0.860766
[261]	training's auc: 0.88661	valid_1's auc: 0.860775
[262]	training's auc: 0.886677	valid_1's auc: 0.860776
[263]	training's auc: 0.886743	valid_1's auc: 0.86075
[264]	training's auc: 0.886807	valid_1's auc: 0.860766
[265]	training's auc: 0.886864	valid_1's auc: 0.860778
[266]	training's auc: 0.886951	valid_1's auc: 0.860802
[267]	training's auc: 0.887019	valid_1's auc: 0.860803
[268]	training's auc: 0.887077	valid_1's auc: 0.860808
[269]	training's auc: 0.887141	valid_1's auc: 0.860805
[270]	training's auc: 0.887205	valid_1's auc: 0.860811
[271]	training's auc: 0.887274	valid_1's auc: 0.860811
[272]	training's auc: 0.887341	valid_1's auc: 0.860838
[273]	training's auc: 0.887348	valid_1's auc: 0.860837
[274]	training's auc: 0.887401	valid_1's auc: 0.86083
[275]	training's auc: 0.887472	valid_1's auc: 0.86082
[276]	training's auc: 0.887479	valid_1's auc: 0.860816
[277]	training's auc: 0.887538	valid_1's auc: 0.860817
[278]	training's auc: 0.887575	valid_1's auc: 0.860816
[279]	training's auc: 0.887629	valid_1's auc: 0.860813
[280]	training's auc: 0.887665	valid_1's auc: 0.860803
[281]	training's auc: 0.887697	valid_1's auc: 0.860799
[282]	training's auc: 0.887762	valid_1's auc: 0.860789
[283]	training's auc: 0.887823	valid_1's auc: 0.860788
[284]	training's auc: 0.887872	valid_1's auc: 0.860788
[285]	training's auc: 0.887952	valid_1's auc: 0.86079
[286]	training's auc: 0.888056	valid_1's auc: 0.860779
[287]	training's auc: 0.888063	valid_1's auc: 0.860778
[288]	training's auc: 0.888145	valid_1's auc: 0.86079
[289]	training's auc: 0.888165	valid_1's auc: 0.860787
[290]	training's auc: 0.888228	valid_1's auc: 0.860771
[291]	training's auc: 0.888279	valid_1's auc: 0.860773
[292]	training's auc: 0.88831	valid_1's auc: 0.860768
[293]	training's auc: 0.888375	valid_1's auc: 0.860751
[294]	training's auc: 0.888415	valid_1's auc: 0.860755
[295]	training's auc: 0.888481	valid_1's auc: 0.860759
[296]	training's auc: 0.888517	valid_1's auc: 0.860763
[297]	training's auc: 0.888569	valid_1's auc: 0.860788
[298]	training's auc: 0.888671	valid_1's auc: 0.860796
[299]	training's auc: 0.888781	valid_1's auc: 0.860793
[300]	training's auc: 0.888806	valid_1's auc: 0.860839
[301]	training's auc: 0.888843	valid_1's auc: 0.86084
[302]	training's auc: 0.888877	valid_1's auc: 0.860845
[303]	training's auc: 0.888914	valid_1's auc: 0.860857
[304]	training's auc: 0.88895	valid_1's auc: 0.860897
[305]	training's auc: 0.888973	valid_1's auc: 0.860895
[306]	training's auc: 0.889026	valid_1's auc: 0.860903
[307]	training's auc: 0.889084	valid_1's auc: 0.860898
[308]	training's auc: 0.889166	valid_1's auc: 0.860884
[309]	training's auc: 0.889202	valid_1's auc: 0.860883
[310]	training's auc: 0.889273	valid_1's auc: 0.860873
[311]	training's auc: 0.889311	valid_1's auc: 0.860867
[312]	training's auc: 0.889394	valid_1's auc: 0.860888
[313]	training's auc: 0.889432	valid_1's auc: 0.860879
[314]	training's auc: 0.889492	valid_1's auc: 0.860863
[315]	training's auc: 0.889515	valid_1's auc: 0.860895
[316]	training's auc: 0.889582	valid_1's auc: 0.860894
[317]	training's auc: 0.889663	valid_1's auc: 0.86089
[318]	training's auc: 0.889724	valid_1's auc: 0.860874
[319]	training's auc: 0.889768	valid_1's auc: 0.860874
[320]	training's auc: 0.889823	valid_1's auc: 0.860896
[321]	training's auc: 0.88986	valid_1's auc: 0.860896
[322]	training's auc: 0.88992	valid_1's auc: 0.860876
[323]	training's auc: 0.889991	valid_1's auc: 0.860874
[324]	training's auc: 0.890017	valid_1's auc: 0.860882
[325]	training's auc: 0.89009	valid_1's auc: 0.860895
[326]	training's auc: 0.890137	valid_1's auc: 0.860892
[327]	training's auc: 0.890172	valid_1's auc: 0.860881
[328]	training's auc: 0.89018	valid_1's auc: 0.860875
[329]	training's auc: 0.890237	valid_1's auc: 0.860875
[330]	training's auc: 0.890293	valid_1's auc: 0.860888
[331]	training's auc: 0.890351	valid_1's auc: 0.860882
[332]	training's auc: 0.890403	valid_1's auc: 0.860873
[333]	training's auc: 0.890454	valid_1's auc: 0.860871
[334]	training's auc: 0.890488	valid_1's auc: 0.860869
[335]	training's auc: 0.890523	valid_1's auc: 0.860853
[336]	training's auc: 0.890588	valid_1's auc: 0.860849
Early stopping, best iteration is:
[306]	training's auc: 0.889026	valid_1's auc: 0.860903
VALID AUC : 0.8609026180602444 ACC : 0.8060297363171014
