[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'num_leaves' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'learning_rate' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'max_depth' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'min_data_in_leaf' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'feature_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_fraction' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'bagging_freq' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l1' was locked by 'sweep' (ignored update).
[34m[1mwandb[39m[22m: [33mWARNING[39m Config item 'lambda_l2' was locked by 'sweep' (ignored update).
[1]	training's auc: 0.81732	valid_1's auc: 0.813371
[107]	training's auc: 0.86767	valid_1's auc: 0.854374
[108]	training's auc: 0.867881	valid_1's auc: 0.854446
[109]	training's auc: 0.867929	valid_1's auc: 0.854454
[110]	training's auc: 0.867999	valid_1's auc: 0.854461
[111]	training's auc: 0.868065	valid_1's auc: 0.854467
[112]	training's auc: 0.868114	valid_1's auc: 0.854484
[113]	training's auc: 0.868172	valid_1's auc: 0.854473
[114]	training's auc: 0.868304	valid_1's auc: 0.854501
[115]	training's auc: 0.868509	valid_1's auc: 0.854658
[116]	training's auc: 0.868565	valid_1's auc: 0.854647
[117]	training's auc: 0.868691	valid_1's auc: 0.854664
[118]	training's auc: 0.868834	valid_1's auc: 0.854712
[119]	training's auc: 0.869008	valid_1's auc: 0.854784
[120]	training's auc: 0.869144	valid_1's auc: 0.854782
[121]	training's auc: 0.869202	valid_1's auc: 0.854787
[122]	training's auc: 0.869241	valid_1's auc: 0.854767
[123]	training's auc: 0.869297	valid_1's auc: 0.854774
[124]	training's auc: 0.869367	valid_1's auc: 0.854765
[125]	training's auc: 0.869457	valid_1's auc: 0.854764
[126]	training's auc: 0.869614	valid_1's auc: 0.854822
[127]	training's auc: 0.869695	valid_1's auc: 0.854815
[128]	training's auc: 0.869734	valid_1's auc: 0.854804
[129]	training's auc: 0.869892	valid_1's auc: 0.854872
[130]	training's auc: 0.870087	valid_1's auc: 0.854946
[131]	training's auc: 0.870208	valid_1's auc: 0.854962
[132]	training's auc: 0.87029	valid_1's auc: 0.855001
[133]	training's auc: 0.870347	valid_1's auc: 0.854992
[134]	training's auc: 0.870401	valid_1's auc: 0.85499
[135]	training's auc: 0.870458	valid_1's auc: 0.854986
[136]	training's auc: 0.870505	valid_1's auc: 0.854991
[137]	training's auc: 0.870542	valid_1's auc: 0.854976
[138]	training's auc: 0.870586	valid_1's auc: 0.854985
[139]	training's auc: 0.870645	valid_1's auc: 0.854985
[140]	training's auc: 0.870793	valid_1's auc: 0.855006
[141]	training's auc: 0.870902	valid_1's auc: 0.855033
[142]	training's auc: 0.871035	valid_1's auc: 0.855065
[143]	training's auc: 0.871158	valid_1's auc: 0.855161
[144]	training's auc: 0.871311	valid_1's auc: 0.855196
[145]	training's auc: 0.871359	valid_1's auc: 0.855195
[146]	training's auc: 0.871421	valid_1's auc: 0.855197
[147]	training's auc: 0.871479	valid_1's auc: 0.855189
[148]	training's auc: 0.871645	valid_1's auc: 0.855258
[149]	training's auc: 0.871736	valid_1's auc: 0.855226
[150]	training's auc: 0.871841	valid_1's auc: 0.855279
[151]	training's auc: 0.871983	valid_1's auc: 0.855331
[152]	training's auc: 0.872115	valid_1's auc: 0.855393
[153]	training's auc: 0.872232	valid_1's auc: 0.855432
[154]	training's auc: 0.872338	valid_1's auc: 0.855444
[155]	training's auc: 0.872429	valid_1's auc: 0.855465
[156]	training's auc: 0.872554	valid_1's auc: 0.855462
[157]	training's auc: 0.872605	valid_1's auc: 0.855462
[158]	training's auc: 0.872655	valid_1's auc: 0.85547
[159]	training's auc: 0.872705	valid_1's auc: 0.855462
[160]	training's auc: 0.872777	valid_1's auc: 0.855452
[161]	training's auc: 0.87284	valid_1's auc: 0.855461
[162]	training's auc: 0.872934	valid_1's auc: 0.855508
[163]	training's auc: 0.873099	valid_1's auc: 0.855548
[164]	training's auc: 0.873131	valid_1's auc: 0.855549
[165]	training's auc: 0.873173	valid_1's auc: 0.855556
[166]	training's auc: 0.87329	valid_1's auc: 0.855575
[167]	training's auc: 0.873335	valid_1's auc: 0.855552
[168]	training's auc: 0.873391	valid_1's auc: 0.855539
[169]	training's auc: 0.873421	valid_1's auc: 0.855539
[170]	training's auc: 0.87347	valid_1's auc: 0.855531
[171]	training's auc: 0.87352	valid_1's auc: 0.855549
[172]	training's auc: 0.873618	valid_1's auc: 0.855596
[173]	training's auc: 0.873664	valid_1's auc: 0.855584
[174]	training's auc: 0.873821	valid_1's auc: 0.85561
[175]	training's auc: 0.873909	valid_1's auc: 0.855647
[176]	training's auc: 0.874	valid_1's auc: 0.855708
[177]	training's auc: 0.874118	valid_1's auc: 0.855701
[178]	training's auc: 0.874147	valid_1's auc: 0.855711
[179]	training's auc: 0.874271	valid_1's auc: 0.855746
[180]	training's auc: 0.874332	valid_1's auc: 0.855777
[181]	training's auc: 0.874383	valid_1's auc: 0.855796
[182]	training's auc: 0.874432	valid_1's auc: 0.855806
[183]	training's auc: 0.874476	valid_1's auc: 0.855812
[184]	training's auc: 0.874524	valid_1's auc: 0.855809
[185]	training's auc: 0.874572	valid_1's auc: 0.855822
[186]	training's auc: 0.874623	valid_1's auc: 0.855813
[187]	training's auc: 0.87471	valid_1's auc: 0.855836
[188]	training's auc: 0.874755	valid_1's auc: 0.855832
[189]	training's auc: 0.874789	valid_1's auc: 0.855828
[190]	training's auc: 0.874936	valid_1's auc: 0.855866
[191]	training's auc: 0.875017	valid_1's auc: 0.855879
[192]	training's auc: 0.875145	valid_1's auc: 0.855912
[193]	training's auc: 0.87518	valid_1's auc: 0.855925
[194]	training's auc: 0.875205	valid_1's auc: 0.855936
[195]	training's auc: 0.875281	valid_1's auc: 0.855949
[34m[1mwandb[39m[22m: Ctrl + C detected. Stopping sweep.
[196]	training's auc: 0.875335	valid_1's auc: 0.855935
[197]	training's auc: 0.87539	valid_1's auc: 0.855941
[198]	training's auc: 0.87551	valid_1's auc: 0.855952
[199]	training's auc: 0.875557	valid_1's auc: 0.855939
